OBJECTID,RNFL_DATE,WMRS_DAM_DLY_RNF_MM,WMRS_DAM_NMBR_DLY_RNF_MM,STNB_DAM_DLY_RNF_MM,STNB_DAM_NMBR_DLY_RNF_MM,VLVL_DAM_DLY_RNF_MM,VLVL_DAM_NMBR_DLY_RNF_MM,THWT_KLF_DAM_DLY_RNF_MM,THWT_KLF_DAM_NMBR_DLY_RNF_MM,WDHD_DAM_DLY_RNF_MM,WDHD_DAM_NMBR_DLY_RNF_MM,DE_VLRS_HS_DAM_DLY_RNF_MM,DE_VLRS_HS_DAM_NMBR_DLY_RNF_MM,NWLN_DAM_DLY_RNF_MM,NWLN_DAM_NMBR_DLY_RNF_MM,WYNB_DAM_DLY_RNF_MM,WYNB_DAM_NMBR_DLY_RNF_MM,CNST_NEK_DAM_DLY_RNF_MM,CNST_NEK_DAM_NMBR_DLY_RNF_MM,PLTK_DAM_DLY_RNF_MM,PLTK_DAM_NMBR_DLY_RNF_MM,BLCK_UPR_WTP_DAM_DLY_RNF_MM,BLCK_UPR_WTP_DAM_NMB_DLY_RNF_MM,BLCK_LWR_DAM_DLY_RNF_MM,BLCK_LWR_DAM_NMBR_DLY_RNF_MM,GLEN_GRY_DAM_DLY_RNF_MM,GLEN_GRY_DAM_NMBR_DLY_RNF_MM,TYGR_DAM_DLY_RNF_MM,TYGR_DAM_NMBR_DLY_RNF_MM,FR_DAM_DLY_RNF_MM,FR_DAM_NMBR_DLY_RNF_MM,BRKL_DAM_DLY_RNF_MM,BRKL_DAM_NMBR_DLY_RNF_MM,ATLN_WSFL_DAM_DLY_RNF_MM,ATLN_WSFL_DAM_NMBR_DLY_RNF_MM,MLTN_DAM_DLY_RNF_MM,MLTN_DAM_NMBR_DLY_RNF_MM,KLF_NEK_DAM_DLY_RNF_MM,KLF_NEK_DAM_NMBR_DLY_RNF_MM,BRGR_DAM_DLY_RNF_MM,BRGR_DAM_NMB_DLY_RNF_MM,NWLN_DAM_DLY_EVP_MM,NWLN_DAM_NMBR_DLY_EVP_MM,STNB_DAM_DLY_EVP_MM,STNB_DAM_NMBR_DLY_EVP_MM,WMRS_DAM_DLY_EVP_MM,WMRS_DAM_NMBR_DLY_EVP_MM,BRKL_DAM_DLY_EVP_MM,BRKL_DAM_NMBR_DLY_EVP_MM,WDHD_DAM_DLY_EVP_MM,WDHD_DAM_NMBR_DLY_EVP_MM,MLTN_DAM_DLY_EVP_MM,MLTN_DAM_NMBR_DLY_EVP_MM,STNB_2_DAM_DLY_RNF_MM,STNB_2_DAM_NMBR_DLY_RNF_MM,STNB_3_DAM_DLY_RNF_MM,STNB_3_DAM_NMBR_DLY_RNF_MM,STNB_CTCH_4_DLY_RNF_MM,STNB_CTCH_4_NMBR_DLY_RNF_MM,WMRS_2_STH_DAM_DLY_RNF_MM,WMRS_2_STH_DAM_NMBR_DLY_RNF_MM,WMRS_3_NRTH_DAM_DLY_RNF_MM,WMRS_3_NRTH_DAM_NMBR_DLY_RNF_MM,WMRS_4_NEW_STH_DAM_DLY_RNF_MM,WMRS_4_NEW_STH_DAM_NMBR_DLY_RNF,WMRS_5_NEW_NRTH_DAM_DLY_RNF_MM,WMRS_5_NEW_NRTH_DAM_NMBR_DLY_RN,HS_DAM,TNL_DAM,MLS_DAM,WVL_DAM,SPRN_DAM,KTCH_DAM,WKPJ_DAM,CNEK_DISA_DAM,DAM_DAY,DAM_MNTH,DAM_YEAR,WMRS_HOEK_1_DAM_DLY_RNF,STNB_1_DAM_DLY_RNF,VLVL_DAM_DLY_RNF,THWT_DAM_DLY_RNF,WDHD_DAM_DLY_RNF,DE_VLRS_DAM_DLY_RNF,NWLN_DAM_DLY_RNF,WYNB_DAM_DLY_RNF,CNST_DAM_DLY_RNF,PLTK_DAM_DLY_RNF,BLCK_UPR_DAM_DLY_RNF,BLCK_LWR_DAM_DLY_RNF,GLNG_DAM_DLY_RNF,TYGR_DAM_DLY_RNF,FR_DAM_DLY_RNF,BRKL_DAM_DLY_RNF,ATLN_DAM_DLY_RNF,MLTN_DAM_DLY_RNF,KLFN_DAM_DLY_RNF,BRGR_DAM_DLY_RNF
2397,2006/07/24 00:00:00+00,0,,0,,0,,,,0,,,,0,,0.6,,0.5,,0,,0,,0,,0,,0,,0,,1,,,,,,,,,,,,1.5,,0,,0,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,24,7,2006,,,,,,,,,,,,,,,,,,,,
2398,2006/07/25 00:00:00+00,0,,0,,0,,,,18,,,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,2,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,25,7,2006,,,,,,,,,,,,,,,,,,,,
2399,2006/07/26 00:00:00+00,2.8,,0.5,,0.5,,,,0,,,,21.5,,6.5,,0,,1.6,,0.8,,0.1,,0,,4.1,,0.5,,0,,,,,,,,,,,,0.5,,0,,2,,0,,,,,,,,,,2.8,,0,,,,,,,,,,,,,,26,7,2006,,,,,,,,,,,,,,,,,,,,
2400,2006/07/27 00:00:00+00,0.3,,0,,0,,,,0,,,,2.5,,0,,0,,0,,0,,0,,0,,0,,0,,4.5,,,,,,,,,,,,0.1,,0,,0,,2,,,,,,,,,,0.3,,1.3,,,,,,,,,,,,,,27,7,2006,,,,,,,,,,,,,,,,,,,,
2401,2006/07/28 00:00:00+00,0,,0,,0,,,,3,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1.5,,4,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,28,7,2006,,,,,,,,,,,,,,,,,,,,
2402,2006/07/29 00:00:00+00,0.3,,2.1,,0,,,,26,,,,0,,0,,3,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.6,,0,,1.5,,0,,,,,,,,,,0.3,,2,,,,,,,,,,,,,,29,7,2006,,,,,,,,,,,,,,,,,,,,
2403,2006/07/30 00:00:00+00,8.6,,7.7,,6,,,,16.5,,,,11,,6.5,,9,,0,,8,,8,,10,,4.8,,0.9,,1.5,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,8.6,,0.1,,,,,,,,,,,,,,30,7,2006,,,,,,,,,,,,,,,,,,,,
2404,2006/07/31 00:00:00+00,4.6,109,5.6,210,7,76.3,,,6.5,285.3,,,3,247.3,5,159.7,10,186.5,4.7,68.1,2,69.3,7.5,83.2,1.2,97.2,0.9,66.5,0,87.9,10,139.5,,,,,,,,,,,0,16.8,0,0,0,28,0,30.5,,,,,,,,,4.6,109,0.1,36,,0,,0,,,,,,,,,31,7,2006,15,16,11,,19,,17,16,17,13,15,13,14,14,13,16,,0,,
2405,2006/08/01 00:00:00+00,2.3,,7.2,,0,,,,3,,,,6,,6.6,,4,,1.9,,5.5,,4,,3.4,,2.1,,2.5,,10.5,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,2.3,,0.8,,,,,,,,,,,,,,1,8,2006,,,,,,,,,,,,,,,,,,,,
2406,2006/08/02 00:00:00+00,2.3,,4,,1,,,,46,,,,1,,1.3,,2,,1.1,,1.5,,4,,0,,1.5,,1.8,,6,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,2.3,,0.3,,,,,,,,,,,,,,2,8,2006,,,,,,,,,,,,,,,,,,,,
2407,2006/08/03 00:00:00+00,16.2,,34.5,,20,,,,0,,,,31.5,,8.5,,21,,2.1,,9.8,,10,,18,,11.9,,12,,4,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,16.2,,0,,,,,,,,,,,,,,3,8,2006,,,,,,,,,,,,,,,,,,,,
2408,2006/08/04 00:00:00+00,0,,0,,0.4,,,,0,,,,0,,0,,0,,7.6,,0,,0,,0,,0,,0,,16,,,,,,,,,,,,1,,0,,0,,3,,,,,,,,,,0,,1,,,,,,,,,,,,,,4,8,2006,,,,,,,,,,,,,,,,,,,,
2409,2006/08/05 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,4,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,5,8,2006,,,,,,,,,,,,,,,,,,,,
2410,2006/08/06 00:00:00+00,0,,0,,0,,,,23,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,1,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,6,8,2006,,,,,,,,,,,,,,,,,,,,
2411,2006/08/07 00:00:00+00,26.6,,9.5,,10,,,,0.5,,,,34,,33,,20,,7,,7.2,,11,,15.2,,12.1,,10,,0,,,,,,,,,,,,0.5,,0,,1,,0,,,,,,,,,,26.6,,0,,,,,,,,,,,,,,7,8,2006,,,,,,,,,,,,,,,,,,,,
2412,2006/08/08 00:00:00+00,2.6,,7.5,,2.5,,,,0,,,,3.5,,6.6,,8,,0,,3.5,,6,,0,,0,,0,,20,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,2.6,,1.6,,,,,,,,,,,,,,8,8,2006,,,,,,,,,,,,,,,,,,,,
2413,2006/08/09 00:00:00+00,0,,0,,0,,,,11,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,3.5,,,,,,,,,,0,,2,,,,,,,,,,,,,,9,8,2006,,,,,,,,,,,,,,,,,,,,
2414,2006/08/10 00:00:00+00,4.7,,1,,0,,,,15,,,,1.5,,9.4,,5,,0,,0.4,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,0,,,,,,,,,,4.7,,2.7,,,,,,,,,,,,,,10,8,2006,,,,,,,,,,,,,,,,,,,,
2415,2006/08/11 00:00:00+00,31.1,,27.1,,16,,,,0,,,,28,,39.2,,20,,9,,13,,14.4,,28.5,,17.9,,0,,9,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,31.1,,0,,,,,,,,,,,,,,11,8,2006,,,,,,,,,,,,,,,,,,,,
2416,2006/08/12 00:00:00+00,0,,0.2,,0.3,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,30,,,,,,,,,,,,0,,0,,0,,3,,,,,,,,,,0,,0.5,,,,,,,,,,,,,,12,8,2006,,,,,,,,,,,,,,,,,,,,
2417,2006/08/13 00:00:00+00,0,,0.5,,0,,,,16,,,,0.2,,3.1,,1,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,2,,0,,,,,,,,,,0,,4,,,,,,,,,,,,,,13,8,2006,,,,,,,,,,,,,,,,,,,,
2418,2006/08/14 00:00:00+00,26,,28,,18,,,,0,,,,32,,39.5,,30,,11.2,,8.6,,10,,0,,13,,10,,14,,,,,,,,,,,,0,,0,,0,,0,,,,,,,,,,26,,0,,,,,,,,,,,,,,14,8,2006,,,,,,,,,,,,,,,,,,,,
2419,2006/08/15 00:00:00+00,27.7,,0,,0,,,,0,,,,0.6,,0,,0,,0,,0,,1.8,,0,,0,,0,,18,,,,,,,,,,,,1,,0,,0,,2,,,,,,,,,,27.7,,1.5,,,,,,,,,,,,,,15,8,2006,,,,,,,,,,,,,,,,,,,,
2420,2006/08/16 00:00:00+00,27.7,,0,,0,,,,2,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,1,,,,,,,,,,27.7,,1.5,,,,,,,,,,,,,,16,8,2006,,,,,,,,,,,,,,,,,,,,
2421,2006/08/17 00:00:00+00,0,,0,,0,,,,20,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,1,,,,,,,,,,0,,3,,,,,,,,,,,,,,17,8,2006,,,,,,,,,,,,,,,,,,,,
2422,2006/08/18 00:00:00+00,7.9,,11,,2.5,,,,0,,,,0,,0,,0,,3.4,,4.3,,4.5,,2.8,,3,,7,,0,,,,,,,,,,,,0,,0,,2,,0,,,,,,,,,,7.9,,3.4,,,,,,,,,,,,,,18,8,2006,,,,,,,,,,,,,,,,,,,,
2423,2006/08/19 00:00:00+00,0,,0,,0,,,,0,,,,18,,21,,11,,0,,0,,0,,0,,0,,0,,10,,,,,,,,,,,,1,,0,,0,,2,,,,,,,,,,0,,1,,,,,,,,,,,,,,19,8,2006,,,,,,,,,,,,,,,,,,,,
2424,2006/08/20 00:00:00+00,0,,0,,0,,,,2,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,0,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,20,8,2006,,,,,,,,,,,,,,,,,,,,
2425,2006/08/21 00:00:00+00,2.7,,2.5,,0,,,,1.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,4,,0,,,,,,,,,,2.7,,0.9,,,,,,,,,,,,,,21,8,2006,,,,,,,,,,,,,,,,,,,,
2426,2006/08/22 00:00:00+00,2.3,,8,,0,,,,1.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0,,0,,1,,0,,,,,,,,,,2.3,,0,,,,,,,,,,,,,,22,8,2006,,,,,,,,,,,,,,,,,,,,
2427,2006/08/23 00:00:00+00,2.8,,0.1,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,0.1,,0,,3,,0,,,,,,,,,,2.8,,0.3,,,,,,,,,,,,,,23,8,2006,,,,,,,,,,,,,,,,,,,,
2428,2006/08/24 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,0,,,,,,,,,,0,,2,,,,,,,,,,,,,,24,8,2006,,,,,,,,,,,,,,,,,,,,
2429,2006/08/25 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,25,8,2006,,,,,,,,,,,,,,,,,,,,
2430,2006/08/26 00:00:00+00,0,,0.2,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.2,,0,,2,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,26,8,2006,,,,,,,,,,,,,,,,,,,,
2431,2006/08/27 00:00:00+00,0,,0,,0,,,,15,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,27,8,2006,,,,,,,,,,,,,,,,,,,,
2432,2006/08/28 00:00:00+00,8.9,,12,,3,,,,1.5,,,,11,,7.8,,6,,7,,4,,5,,3.07,,0,,10,,0,,,,,,,,,,,,2,,0,,3,,0,,,,,,,,,,8.9,,1.9,,,,,,,,,,,,,,28,8,2006,,,,,,,,,,,,,,,,,,,,
2433,2006/08/29 00:00:00+00,4,,6.8,,6,,,,0,,,,6,,2,,3,,2.8,,4.8,,9,,3.8,,5.8,,9,,12,,,,,,,,,,,,0.3,,0,,0,,0,,,,,,,,,,4,,1.5,,,,,,,,,,,,,,29,8,2006,,,,,,,,,,,,,,,,,,,,
2434,2006/08/30 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3,,,,,,,,,,,,3.5,,0,,0,,3,,,,,,,,,,0,,2,,,,,,,,,,,,,,30,8,2006,,,,,,,,,,,,,,,,,,,,
2435,2006/08/31 00:00:00+00,0,195.8,0,160.1,0,79.7,,,0,158,,,0,173.3,0,178,0,131,0,53.1,0,62.6,0,79.7,0,74.77,0,67.3,0,62.3,0,152.5,,,,,,,,,,,1,29.6,0,0,5,44,2,34.5,,,,,,,,,0,195.8,2,47.9,,0,,0,,,,,,,,,31,8,2006,16,17,11,,14,,13,12,12,10,11,11,7,8,8,12,,0,,
2436,2006/09/01 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,1,9,2006,,,,,,,,,,,,,,,,,,,,
2437,2006/09/02 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,3,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,2,9,2006,,,,,,,,,,,,,,,,,,,,
2438,2006/09/03 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.3,,0,,4,,2,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,3,9,2006,,,,,,,,,,,,,,,,,,,,
2439,2006/09/04 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,3.5,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,4,9,2006,,,,,,,,,,,,,,,,,,,,
2440,2006/09/05 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,2,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,5,9,2006,,,,,,,,,,,,,,,,,,,,
2441,2006/09/06 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1,,0,,2,,1,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,6,9,2006,,,,,,,,,,,,,,,,,,,,
2442,2006/09/07 00:00:00+00,0,,0.1,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.1,,0,,2,,3,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,7,9,2006,,,,,,,,,,,,,,,,,,,,
2443,2006/09/08 00:00:00+00,0,,0.8,,0.5,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,1.8,,0,,2,,2,,,,,,,,,,0,,4,,,,,,,,,,,,,,8,9,2006,,,,,,,,,,,,,,,,,,,,
2444,2006/09/09 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,2,,2,,,,,,,,,,0,,1.5,,,,,,,,,,,,,,9,9,2006,,,,,,,,,,,,,,,,,,,,
2445,2006/09/10 00:00:00+00,0,,2.5,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,4,,3.5,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,10,9,2006,,,,,,,,,,,,,,,,,,,,
2446,2006/09/11 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,4,,3,,,,,,,,,,0,,6.5,,,,,,,,,,,,,,11,9,2006,,,,,,,,,,,,,,,,,,,,
2447,2006/09/12 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,2,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,12,9,2006,,,,,,,,,,,,,,,,,,,,
2448,2006/09/13 00:00:00+00,0,,0,,0,,,,3.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2,,0,,3,,3,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,13,9,2006,,,,,,,,,,,,,,,,,,,,
2449,2006/09/14 00:00:00+00,0,,1.1,,0,,,,17,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.1,,0,,3,,0,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,14,9,2006,,,,,,,,,,,,,,,,,,,,
2450,2006/09/15 00:00:00+00,3.5,,9.1,,2,,,,6.5,,,,22.5,,6.2,,14,,2,,2.5,,2.5,,2.2,,3.7,,6.7,,4,,,,,,,,,,,,1.1,,0,,0,,0,,,,,,,,,,3.5,,1,,,,,,,,,,,,,,15,9,2006,,,,,,,,,,,,,,,,,,,,
2451,2006/09/16 00:00:00+00,7,,17,,25,,,,0,,,,5.5,,5.5,,8,,2.2,,6.7,,9,,6.1,,7.4,,9,,6,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,7,,1,,,,,,,,,,,,,,16,9,2006,,,,,,,,,,,,,,,,,,,,
2452,2006/09/17 00:00:00+00,0,,0.1,,0,,,,4.5,,,,2,,0,,0,,0,,0.6,,0.5,,0,,0,,0,,14,,,,,,,,,,,,1.6,,0,,0,,2,,,,,,,,,,0,,2.5,,,,,,,,,,,,,,17,9,2006,,,,,,,,,,,,,,,,,,,,
2453,2006/09/18 00:00:00+00,6,,4,,1.5,,,,0,,,,10.5,,3.1,,4,,1.3,,0.6,,2,,0,,0,,0,,0,,,,,,,,,,,,1.5,,0,,2,,0,,,,,,,,,,6,,2.6,,,,,,,,,,,,,,18,9,2006,,,,,,,,,,,,,,,,,,,,
2454,2006/09/19 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7,,,,,,,,,,,,2.5,,0,,0,,2,,,,,,,,,,0,,5.5,,,,,,,,,,,,,,19,9,2006,,,,,,,,,,,,,,,,,,,,
2455,2006/09/20 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,5,,4,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,20,9,2006,,,,,,,,,,,,,,,,,,,,
2456,2006/09/21 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,6,,4,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,21,9,2006,,,,,,,,,,,,,,,,,,,,
2457,2006/09/22 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,5,,4,,,,,,,,,,0,,3,,,,,,,,,,,,,,22,9,2006,,,,,,,,,,,,,,,,,,,,
2458,2006/09/23 00:00:00+00,0,,0,,0,,,,20,,,,0,,0,,0,,0,,0,,0,,0,,5.4,,0,,0,,,,,,,,,,,,3.5,,0,,4,,0,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,23,9,2006,,,,,,,,,,,,,,,,,,,,
2459,2006/09/24 00:00:00+00,9,,28,,2.5,,,,0.5,,,,15.5,,5.8,,8,,3.6,,3.7,,5,,9.8,,0,,5,,0,,,,,,,,,,,,3,,0,,4,,0,,,,,,,,,,9,,4.5,,,,,,,,,,,,,,24,9,2006,,,,,,,,,,,,,,,,,,,,
2460,2006/09/25 00:00:00+00,4.6,,4,,0,,,,0,,,,1.5,,3.2,,6,,7.4,,5.1,,6,,0,,0,,3,,5,,,,,,,,,,,,1,,0,,0,,0,,,,,,,,,,4.6,,2.1,,,,,,,,,,,,,,25,9,2006,,,,,,,,,,,,,,,,,,,,
2461,2006/09/26 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,4,,4,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,26,9,2006,,,,,,,,,,,,,,,,,,,,
2462,2006/09/27 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,5,,0,,,,,,,,,,0,,5,,,,,,,,,,,,,,27,9,2006,,,,,,,,,,,,,,,,,,,,
2463,2006/09/28 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,4,,5,,,,,,,,,,0,,5,,,,,,,,,,,,,,28,9,2006,,,,,,,,,,,,,,,,,,,,
2464,2006/09/29 00:00:00+00,0,,0,,0,,,,16.5,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,4,,1,,,,,,,,,,0,,4,,,,,,,,,,,,,,29,9,2006,,,,,,,,,,,,,,,,,,,,
2465,2006/09/30 00:00:00+00,0,30.1,11.1,77.8,1,32.5,,,0,68.5,,,18,75.5,6.7,30.5,2,42,5,21.5,4.5,23.7,5,30,3.5,21.6,4.7,21.2,5,28.7,0,36,,,,,,,,,,,3.1,71.6,0,0,4,85,0,60,,,,,,,,,0,30.1,3.5,103.2,,0,,0,,,,,,,,,30,9,2006,5,11,6,,7,,7,6,6,6,7,7,4,4,5,5,,0,,
2466,2006/10/01 00:00:00+00,8,,0,,7,,,,0,,,,0.3,,0.5,,4.1,,5,,0,,0,,0,,0,,0,,12,,,,,,,,,,,,2,,0,,0,,0,,,,,,,,,,8,,3,,,,,,,,,,,,,,1,10,2006,,,,,,,,,,,,,,,,,,,,
2467,2006/10/02 00:00:00+00,0.5,,0,,1,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,4,,4,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,2,10,2006,,,,,,,,,,,,,,,,,,,,
2468,2006/10/03 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,4,,5,,,,,,,,,,0,,7,,,,,,,,,,,,,,3,10,2006,,,,,,,,,,,,,,,,,,,,
2469,2006/10/04 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3.5,,0,,3,,3,,,,,,,,,,0,,3,,,,,,,,,,,,,,4,10,2006,,,,,,,,,,,,,,,,,,,,
2470,2006/10/05 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4,,0,,6,,6,,,,,,,,,,0,,5,,,,,,,,,,,,,,5,10,2006,,,,,,,,,,,,,,,,,,,,
2471,2006/10/06 00:00:00+00,0,,0,,0,,,,18,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,4.5,,0,,7,,4,,,,,,,,,,0,,7,,,,,,,,,,,,,,6,10,2006,,,,,,,,,,,,,,,,,,,,
2472,2006/10/07 00:00:00+00,8.8,,0,,6,,,,6,,,,12.5,,14.5,,16,,8.3,,5,,7,,10.5,,8.1,,8,,0,,,,,,,,,,,,7.7,,0,,4,,0,,,,,,,,,,8.8,,6.8,,,,,,,,,,,,,,7,10,2006,,,,,,,,,,,,,,,,,,,,
2473,2006/10/08 00:00:00+00,14.4,,4.1,,4,,,,0,,,,4.5,,5,,5,,3.9,,2.4,,1,,0.4,,2.7,,3,,6,,,,,,,,,,,,0,,0,,4,,0,,,,,,,,,,14.4,,0,,,,,,,,,,,,,,8,10,2006,,,,,,,,,,,,,,,,,,,,
2474,2006/10/09 00:00:00+00,0,,0,,0,,,,0,,,,0.5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,3,,0,,4,,3,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,9,10,2006,,,,,,,,,,,,,,,,,,,,
2475,2006/10/10 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,2.5,,0,,3,,2,,,,,,,,,,0,,3.5,,,,,,,,,,,,,,10,10,2006,,,,,,,,,,,,,,,,,,,,
2476,2006/10/11 00:00:00+00,0,,0,,0,,,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,5.5,,0,,4,,4,,,,,,,,,,0,,4.5,,,,,,,,,,,,,,11,10,2006,,,,,,,,,,,,,,,,,,,,
